0.000, 0.000, 0.000, 0.000
1.000, 0.000, 0.000, 0.016
1.000, 0.000, 0.000, 0.049
1.000, 0.000, 0.000, 0.082
1.000, 0.000, -0.013, 0.115
1.000, 0.000, 0.037, 0.148
1.000, 0.000, 0.036, 0.181
1.000, 0.000, 0.042, 0.214
1.000, 0.000, 0.110, 0.247
1.000, 0.000, 0.234, 0.280
1.000, 0.000, 0.344, 0.313
1.000, 0.000, 0.505, 0.346
1.000, 0.000, 0.644, 0.379
1.000, 0.000, 0.880, 0.412
1.000, 0.000, 1.132, 0.445
1.000, 0.000, 1.353, 0.478
1.000, 0.000, 1.556, 0.511
1.000, 0.000, 1.747, 0.544
1.000, 0.000, 1.929, 0.577
1.000, 0.000, 2.106, 0.610
1.000, 0.000, 2.279, 0.643
1.000, 0.000, 2.450, 0.676
1.000, 0.000, 2.618, 0.709
1.000, 0.000, 2.786, 0.742
1.000, 0.000, 2.953, 0.775
1.000, 0.000, 3.119, 0.808
1.000, 0.000, 3.285, 0.841
1.000, 0.000, 3.449, 0.874
1.000, 0.000, 3.613, 0.907
1.000, 0.000, 3.776, 0.940
1.000, 0.000, 3.938, 0.973
1.000, 0.000, 4.098, 1.006
1.000, 0.000, 4.258, 1.039
1.000, 0.000, 4.417, 1.072
1.000, 0.000, 4.574, 1.105
1.000, 0.000, 4.731, 1.138
1.000, 0.000, 4.887, 1.171
1.000, 0.000, 5.041, 1.204
1.000, 0.000, 5.196, 1.237
1.000, 0.000, 5.349, 1.270
1.000, 0.000, 5.500, 1.303
1.000, 0.000, 5.651, 1.336
1.000, 0.000, 5.801, 1.369
1.000, 0.000, 5.950, 1.402
1.000, 0.000, 6.098, 1.435
1.000, 0.000, 6.245, 1.468
1.000, 0.000, 6.390, 1.501
1.000, 0.000, 6.535, 1.534
1.000, 0.000, 6.679, 1.567
1.000, 0.000, 6.822, 1.600
1.000, 0.000, 6.964, 1.633
1.000, 0.000, 7.105, 1.666
1.000, 0.000, 7.245, 1.699
1.000, 0.000, 7.384, 1.732
1.000, 0.000, 7.522, 1.765
1.000, 0.000, 7.659, 1.798
1.000, 0.000, 7.795, 1.831
1.000, 0.000, 7.931, 1.864
1.000, 0.000, 8.065, 1.897
1.000, 0.000, 8.198, 1.930
1.000, 0.000, 8.331, 1.963
1.000, 0.000, 8.462, 1.996
1.000, 0.000, 8.593, 2.029
1.000, 0.000, 8.723, 2.062
1.000, 0.000, 8.852, 2.095
1.000, 0.000, 8.980, 2.128
1.000, 0.000, 9.107, 2.161
1.000, 0.000, 9.233, 2.194
1.000, 0.000, 9.359, 2.227
1.000, 0.000, 9.483, 2.260
1.000, 0.000, 9.607, 2.293
1.000, 0.000, 9.729, 2.326
1.000, 0.000, 9.851, 2.359
1.000, 0.000, 9.972, 2.392
1.000, 0.000, 10.093, 2.425
1.000, 0.000, 10.212, 2.458
1.000, 0.000, 10.331, 2.491
1.000, 0.000, 10.449, 2.524
1.000, 0.000, 10.566, 2.557
1.000, 0.000, 10.683, 2.590
1.000, 0.000, 10.799, 2.623
1.000, 0.000, 10.915, 2.656
1.000, 0.000, 11.030, 2.689
1.000, 0.000, 11.144, 2.722
1.000, 0.000, 11.258, 2.755
1.000, 0.000, 11.372, 2.788
1.000, 0.000, 11.485, 2.821
1.000, 0.000, 11.597, 2.854
1.000, 0.000, 11.709, 2.887
1.000, 0.000, 11.821, 2.920
1.000, 0.000, 11.932, 2.953
1.000, 0.000, 12.043, 2.986
1.000, 0.000, 12.153, 3.019
1.000, 0.000, 12.263, 3.052
1.000, 0.000, 12.373, 3.085
1.000, 0.000, 12.482, 3.118
1.000, 0.000, 12.591, 3.151
1.000, 0.000, 12.699, 3.184
1.000, 0.000, 12.807, 3.217
1.000, 0.000, 12.915, 3.250
1.000, 0.000, 13.023, 3.283
1.000, 0.000, 13.130, 3.316
1.000, 0.000, 13.236, 3.349
1.000, 0.000, 13.342, 3.382
1.000, 0.000, 13.448, 3.415
1.000, 0.000, 13.554, 3.448
1.000, 0.000, 13.659, 3.481
1.000, 0.000, 13.764, 3.514
1.000, 0.000, 13.869, 3.547
1.000, 0.000, 13.973, 3.580
1.000, 0.000, 14.077, 3.613
1.000, 0.000, 14.181, 3.646
1.000, 0.000, 14.284, 3.679
1.000, 0.000, 14.387, 3.712
1.000, 0.000, 14.489, 3.745
1.000, 0.000, 14.592, 3.778
1.000, 0.000, 14.694, 3.811
1.000, 0.000, 14.795, 3.844
1.000, 0.000, 14.897, 3.877
1.000, 0.000, 14.998, 3.910
1.000, 0.000, 15.098, 3.943
1.000, 0.000, 15.199, 3.976
1.000, 0.000, 15.299, 4.009
1.000, 0.000, 15.399, 4.042
1.000, 0.000, 15.498, 4.075
1.000, 0.000, 15.597, 4.108
1.000, 0.000, 15.696, 4.141
1.000, 0.000, 15.795, 4.174
1.000, 0.000, 15.893, 4.207
1.000, 0.000, 15.991, 4.240
1.000, 0.000, 16.089, 4.273
1.000, 0.000, 16.186, 4.306
1.000, 0.000, 16.283, 4.339
1.000, 0.000, 16.380, 4.372
1.000, 0.000, 16.476, 4.405
1.000, 0.000, 16.572, 4.438
1.000, 0.000, 16.668, 4.471
1.000, 0.000, 16.764, 4.504
1.000, 0.000, 16.859, 4.537
1.000, 0.000, 16.954, 4.570
1.000, 0.000, 17.049, 4.603
1.000, 0.000, 17.143, 4.636
1.000, 0.000, 17.237, 4.669
1.000, 0.000, 17.331, 4.702
1.000, 0.000, 17.425, 4.735
1.000, 0.000, 17.518, 4.768
1.000, 0.000, 17.611, 4.801
1.000, 0.000, 17.703, 4.834
1.000, 0.000, 17.796, 4.867
1.000, 0.000, 17.888, 4.900
1.000, 0.000, 17.980, 4.933
1.000, 0.000, 18.071, 4.966
1.000, 0.000, 18.162, 4.999
0.000, 0.000, 18.253, 5.032
0.000, 0.000, 18.342, 5.065
0.000, 0.000, 18.416, 5.098
0.000, 0.000, 18.458, 5.131
0.000, 0.000, 18.453, 5.164
0.000, 0.000, 18.400, 5.197
0.000, 0.000, 18.308, 5.230
0.000, 0.000, 18.182, 5.263
0.000, 0.000, 18.028, 5.296
0.000, 0.000, 17.849, 5.329
0.000, 0.000, 17.650, 5.362
0.000, 0.000, 17.432, 5.395
0.000, 0.000, 17.198, 5.428
0.000, 0.000, 16.950, 5.461
0.000, 0.000, 16.691, 5.494
0.000, 0.000, 16.421, 5.527
0.000, 0.000, 16.142, 5.560
0.000, 0.000, 15.855, 5.593
0.000, 0.000, 15.562, 5.626
0.000, 0.000, 15.262, 5.659
0.000, 0.000, 14.957, 5.692
0.000, 0.000, 14.648, 5.725
0.000, 0.000, 14.335, 5.758
0.000, 0.000, 14.019, 5.791
0.000, 0.000, 13.701, 5.824
0.000, 0.000, 13.385, 5.857
0.000, 0.000, 13.087, 5.890
0.000, 0.000, 12.821, 5.923
0.000, 0.000, 12.569, 5.956
0.000, 0.000, 12.318, 5.989
0.000, 0.000, 12.067, 6.022
0.000, 0.000, 11.745, 6.055
0.000, 0.000, 11.478, 6.088
0.000, 0.000, 11.185, 6.121
0.000, 0.000, 10.890, 6.154
0.000, 0.000, 10.644, 6.187
0.000, 0.000, 10.328, 6.220
0.000, 0.000, 10.026, 6.253
0.000, 0.000, 9.742, 6.286
0.000, 0.000, 9.493, 6.319
0.000, 0.000, 9.178, 6.352
0.000, 0.000, 8.871, 6.385
0.000, 0.000, 8.648, 6.418
0.000, 0.000, 8.340, 6.451
0.000, 0.000, 8.091, 6.484
0.000, 0.000, 7.846, 6.517
0.000, 0.000, 7.586, 6.550
0.000, 0.000, 7.306, 6.583
0.000, 0.000, 6.997, 6.616
0.000, 0.000, 6.700, 6.649
0.000, 0.000, 6.410, 6.682
0.000, 0.000, 6.127, 6.715
0.000, 0.000, 5.854, 6.748
0.000, 0.000, 5.589, 6.781
0.000, 0.000, 5.334, 6.814
0.000, 0.000, 5.089, 6.847
0.000, 0.000, 4.856, 6.880
0.000, 0.000, 4.631, 6.913
0.000, 0.000, 4.417, 6.946
0.000, 0.000, 4.212, 6.979
0.000, 0.000, 4.017, 7.012
0.000, 0.000, 3.833, 7.045
0.000, 0.000, 3.663, 7.078
0.000, 0.000, 3.505, 7.111
0.000, 0.000, 3.357, 7.144
0.000, 0.000, 3.219, 7.177
0.000, 0.000, 3.089, 7.210
0.000, 0.000, 2.966, 7.243
0.000, 0.000, 2.849, 7.276
0.000, 0.000, 2.739, 7.309
0.000, 0.000, 2.633, 7.342
0.000, 0.000, 2.533, 7.375
0.000, 0.000, 2.437, 7.408
0.000, 0.000, 2.346, 7.441
0.000, 0.000, 2.258, 7.474
0.000, 0.000, 2.174, 7.507
